"productkey","orderdatekey","customerkey","totalproductcost","salesamount"
528,"20220616",12246,"? 1.87","4.99"
480,"20220616",12246,"? 0.86","2.29"
567,"20220616",26575,"? 461.44","742.35"
477,"20220616",26575,"? 1.87","4.99"
479,"20220616",26575,"? 3.36","8.99"
214,"20220616",26575,"? 13.09","34.99"
231,"20220616",26575,"? 38.49","49.99"
578,"20220616",23397,"? 755.15","1214.85"
217,"20220616",23397,"? 13.09","34.99"
585,"20220616",29138,"? 461.44","742.35"
489,"20220616",29138,"? 41.57","53.99"
573,"20220616",24446,"? 1,481.94","2384.07"
488,"20220616",24446,"? 41.57","53.99"
225,"20220616",24446,"? 6.92","8.99"
563,"20220616",25405,"? 1,481.94","2384.07"
479,"20220616",25405,"? 3.36","8.99"
477,"20220616",25405,"? 1.87","4.99"
222,"20220616",25405,"? 13.09","34.99"
576,"20220616",22232,"? 1,481.94","2384.07"
479,"20220616",22232,"? 3.36","8.99"
225,"20220616",22232,"? 6.92","8.99"
477,"20220616",22232,"? 1.87","4.99"
584,"20220616",17123,"? 343.65","539.99"
479,"20220616",17123,"? 3.36","8.99"
477,"20220616",17123,"? 1.87","4.99"
225,"20220616",17123,"? 6.92","8.99"
606,"20220616",17498,"? 343.65","539.99"
538,"20220616",17498,"? 8.04","21.49"
529,"20220616",17498,"? 1.49","3.99"
605,"20220616",22297,"? 343.65","539.99"
529,"20220616",22297,"? 1.49","3.99"
538,"20220616",22297,"? 8.04","21.49"
217,"20220616",22297,"? 13.09","34.99"
604,"20220616",22258,"? 343.65","539.99"
479,"20220616",22258,"? 3.36","8.99"
386,"20220616",19400,"? 713.08","1120.49"
237,"20220616",19400,"? 38.49","49.99"
482,"20220616",19400,"? 3.36","8.99"
386,"20220616",20187,"? 713.08","1120.49"
217,"20220616",20187,"? 13.09","34.99"
465,"20220616",20187,"? 9.16","24.49"
580,"20220616",17272,"? 1,082.51","1700.99"
477,"20220616",17272,"? 1.87","4.99"
479,"20220616",17272,"? 3.36","8.99"
388,"20220616",23923,"? 713.08","1120.49"
490,"20220616",23923,"? 41.57","53.99"
575,"20220616",29469,"? 1,481.94","2384.07"
482,"20220616",29469,"? 3.36","8.99"
561,"20220616",28523,"? 1,481.94","2384.07"
477,"20220616",28523,"? 1.87","4.99"
479,"20220616",28523,"? 3.36","8.99"
217,"20220616",28523,"? 13.09","34.99"
576,"20220616",12632,"? 1,481.94","2384.07"
214,"20220616",12632,"? 13.09","34.99"
578,"20220616",14216,"? 755.15","1214.85"
222,"20220616",14216,"? 13.09","34.99"
565,"20220616",29054,"? 461.44","742.35"
479,"20220616",29054,"? 3.36","8.99"
357,"20220617",14207,"? 1,265.62","2319.99"
225,"20220617",14207,"? 6.92","8.99"
214,"20220617",14207,"? 13.09","34.99"
359,"20220617",12609,"? 1,251.98","2294.99"
478,"20220617",12609,"? 3.74","9.99"
363,"20220617",14183,"? 1,251.98","2294.99"
487,"20220617",14183,"? 20.57","54.99"
353,"20220617",14186,"? 1,265.62","2319.99"
483,"20220617",14186,"? 44.88","120.00"
357,"20220617",13602,"? 1,265.62","2319.99"
477,"20220617",13602,"? 1.87","4.99"
478,"20220617",13602,"? 3.74","9.99"
222,"20220617",13602,"? 13.09","34.99"
225,"20220617",13602,"? 6.92","8.99"
361,"20220617",14790,"? 1,251.98","2294.99"
471,"20220617",14790,"? 23.75","63.50"
485,"20220617",14790,"? 8.22","21.98"
479,"20220617",12920,"? 3.36","8.99"
477,"20220617",12920,"? 1.87","4.99"
214,"20220617",12920,"? 13.09","34.99"
529,"20220617",15721,"? 1.49","3.99"
539,"20220617",15721,"? 9.35","24.99"
487,"20220617",15721,"? 20.57","54.99"
535,"20220617",14223,"? 9.35","24.99"
528,"20220617",14223,"? 1.87","4.99"
485,"20220617",14223,"? 8.22","21.98"
488,"20220617",14223,"? 41.57","53.99"
537,"20220617",22842,"? 13.09","35.00"
528,"20220617",22842,"? 1.87","4.99"
485,"20220617",22842,"? 8.22","21.98"
465,"20220617",22842,"? 9.16","24.49"
536,"20220617",17313,"? 11.22","29.99"
528,"20220617",17313,"? 1.87","4.99"
484,"20220617",17313,"? 2.97","7.95"
529,"20220617",12672,"? 1.49","3.99"
486,"20220617",12672,"? 59.47","159.00"
529,"20220617",12682,"? 1.49","3.99"
529,"20220617",11987,"? 1.49","3.99"
480,"20220617",11987,"? 0.86","2.29"
486,"20220617",11987,"? 59.47","159.00"
530,"20220617",28931,"? 1.87","4.99"
480,"20220617",28931,"? 0.86","2.29"
486,"20220617",28931,"? 59.47","159.00"
598,"20220617",14948,"? 294.58","539.99"
528,"20220617",14948,"? 1.87","4.99"
535,"20220617",14948,"? 9.35","24.99"
222,"20220617",14948,"? 13.09","34.99"
598,"20220617",14978,"? 294.58","539.99"
485,"20220617",14978,"? 8.22","21.98"
477,"20220617",14978,"? 1.87","4.99"
478,"20220617",14978,"? 3.74","9.99"
488,"20220617",14978,"? 41.57","53.99"
372,"20220617",12655,"? 1,554.95","2443.35"
479,"20220617",12655,"? 3.36","8.99"
477,"20220617",12655,"? 1.87","4.99"
378,"20220617",24847,"? 1,554.95","2443.35"
222,"20220617",24847,"? 13.09","34.99"
231,"20220617",24847,"? 38.49","49.99"
463,"20220617",24847,"? 9.16","24.49"
480,"20220617",11330,"? 0.86","2.29"
535,"20220617",26514,"? 9.35","24.99"
528,"20220617",26514,"? 1.87","4.99"
530,"20220617",26262,"? 1.87","4.99"
541,"20220617",26262,"? 10.84","28.99"
222,"20220617",26262,"? 13.09","34.99"
538,"20220617",26475,"? 8.04","21.49"
225,"20220617",26475,"? 6.92","8.99"
538,"20220617",11223,"? 8.04","21.49"
480,"20220617",11223,"? 0.86","2.29"
529,"20220617",13758,"? 1.49","3.99"
540,"20220617",13758,"? 12.19","32.60"
486,"20220617",13758,"? 59.47","159.00"
478,"20220617",16800,"? 3.74","9.99"
477,"20220617",16800,"? 1.87","4.99"
475,"20220617",18983,"? 26.18","69.99"
467,"20220617",18983,"? 9.16","24.49"
477,"20220617",23893,"? 1.87","4.99"
491,"20220617",23893,"? 41.57","53.99"
528,"20220617",26085,"? 1.87","4.99"
214,"20220617",26085,"? 13.09","34.99"
463,"20220617",26085,"? 9.16","24.49"
528,"20220617",14593,"? 1.87","4.99"
480,"20220617",14593,"? 0.86","2.29"
485,"20220617",13476,"? 8.22","21.98"
489,"20220617",13476,"? 41.57","53.99"
540,"20220617",13785,"? 12.19","32.60"
529,"20220617",13785,"? 1.49","3.99"
480,"20220617",13785,"? 0.86","2.29"
529,"20220617",19505,"? 1.49","3.99"
539,"20220617",19505,"? 9.35","24.99"
465,"20220617",19505,"? 9.16","24.49"
539,"20220617",27936,"? 9.35","24.99"
477,"20220617",21010,"? 1.87","4.99"
528,"20220617",20916,"? 1.87","4.99"
536,"20220617",20916,"? 11.22","29.99"
222,"20220617",20916,"? 13.09","34.99"
231,"20220617",20916,"? 38.49","49.99"
529,"20220617",26833,"? 1.49","3.99"
480,"20220617",26833,"? 0.86","2.29"
529,"20220617",26887,"? 1.49","3.99"
480,"20220617",26887,"? 0.86","2.29"
541,"20220617",26402,"? 10.84","28.99"
538,"20220617",12513,"? 8.04","21.49"
480,"20220617",12513,"? 0.86","2.29"
486,"20220617",12513,"? 59.47","159.00"
581,"20220617",17153,"? 1,082.51","1700.99"
481,"20220617",17153,"? 3.36","8.99"
222,"20220617",17153,"? 13.09","34.99"
363,"20220617",11886,"? 1,251.98","2294.99"
485,"20220617",11886,"? 8.22","21.98"
480,"20220617",11886,"? 0.86","2.29"
363,"20220617",15362,"? 1,251.98","2294.99"
485,"20220617",15362,"? 8.22","21.98"
217,"20220617",15362,"? 13.09","34.99"
355,"20220617",11811,"? 1,265.62","2319.99"
355,"20220617",14288,"? 1,265.62","2319.99"
225,"20220617",14288,"? 6.92","8.99"
485,"20220617",14288,"? 8.22","21.98"
361,"20220617",14381,"? 1,251.98","2294.99"
222,"20220617",14381,"? 13.09","34.99"
361,"20220617",13447,"? 1,251.98","2294.99"
485,"20220617",13447,"? 8.22","21.98"
217,"20220617",13447,"? 13.09","34.99"
357,"20220617",13453,"? 1,265.62","2319.99"
528,"20220617",13453,"? 1.87","4.99"
537,"20220617",13453,"? 13.09","35.00"
214,"20220617",13453,"? 13.09","34.99"
583,"20220617",19598,"? 1,082.51","1700.99"
539,"20220617",19598,"? 9.35","24.99"
529,"20220617",19598,"? 1.49","3.99"
480,"20220617",19598,"? 0.86","2.29"
388,"20220617",25035,"? 713.08","1120.49"
489,"20220617",25035,"? 41.57","53.99"
225,"20220617",25035,"? 6.92","8.99"
584,"20220617",22578,"? 343.65","539.99"
479,"20220617",22578,"? 3.36","8.99"
477,"20220617",22578,"? 1.87","4.99"
386,"20220617",25126,"? 713.08","1120.49"
488,"20220617",25126,"? 41.57","53.99"
355,"20220617",13104,"? 1,265.62","2319.99"
537,"20220617",13104,"? 13.09","35.00"
528,"20220617",13104,"? 1.87","4.99"
214,"20220617",13104,"? 13.09","34.99"
563,"20220617",25400,"? 1,481.94","2384.07"
217,"20220617",25400,"? 13.09","34.99"
234,"20220617",25400,"? 38.49","49.99"
388,"20220617",21326,"? 713.08","1120.49"
217,"20220617",21326,"? 13.09","34.99"
463,"20220617",21326,"? 9.16","24.49"
582,"20220617",17480,"? 1,082.51","1700.99"
539,"20220617",17480,"? 9.35","24.99"
388,"20220617",24034,"? 713.08","1120.49"
539,"20220617",24034,"? 9.35","24.99"
529,"20220617",24034,"? 1.49","3.99"
488,"20220617",24034,"? 41.57","53.99"
386,"20220617",24011,"? 713.08","1120.49"
234,"20220617",24011,"? 38.49","49.99"
225,"20220617",24011,"? 6.92","8.99"
564,"20220617",24190,"? 1,481.94","2384.07"
214,"20220617",24190,"? 13.09","34.99"
225,"20220617",24190,"? 6.92","8.99"
560,"20220617",14214,"? 755.15","1214.85"
530,"20220617",14214,"? 1.87","4.99"
541,"20220617",14214,"? 10.84","28.99"
484,"20220617",14214,"? 2.97","7.95"
486,"20220617",14214,"? 59.47","159.00"
569,"20220617",28488,"? 461.44","742.35"
586,"20220617",29062,"? 461.44","742.35"
576,"20220617",11450,"? 1,481.94","2384.07"
222,"20220617",11450,"? 13.09","34.99"
482,"20220617",11450,"? 3.36","8.99"
606,"20220617",27498,"? 343.65","539.99"
529,"20220617",27498,"? 1.49","3.99"
538,"20220617",27498,"? 8.04","21.49"
480,"20220617",27498,"? 0.86","2.29"
536,"20220618",17292,"? 11.22","29.99"
480,"20220618",17292,"? 0.86","2.29"
484,"20220618",17292,"? 2.97","7.95"
536,"20220618",16700,"? 11.22","29.99"
481,"20220618",16700,"? 3.36","8.99"
485,"20220618",18258,"? 8.22","21.98"
478,"20220618",18258,"? 3.74","9.99"
477,"20220618",18258,"? 1.87","4.99"
485,"20220618",17330,"? 8.22","21.98"
530,"20220618",23095,"? 1.87","4.99"
529,"20220618",16174,"? 1.49","3.99"
214,"20220618",16174,"? 13.09","34.99"
481,"20220618",16174,"? 3.36","8.99"
222,"20220618",15222,"? 13.09","34.99"
541,"20220618",19572,"? 10.84","28.99"
530,"20220618",19572,"? 1.87","4.99"
465,"20220618",19572,"? 9.16","24.49"
529,"20220618",16682,"? 1.49","3.99"
540,"20220618",16682,"? 12.19","32.60"
580,"20220618",17784,"? 1,082.51","1700.99"
225,"20220618",17784,"? 6.92","8.99"
582,"20220618",21011,"? 1,082.51","1700.99"
217,"20220618",21011,"? 13.09","34.99"
225,"20220618",21011,"? 6.92","8.99"
376,"20220618",16432,"? 1,554.95","2443.35"
479,"20220618",16432,"? 3.36","8.99"
225,"20220618",29057,"? 6.92","8.99"
529,"20220618",11200,"? 1.49","3.99"
535,"20220618",26118,"? 9.35","24.99"
480,"20220618",26118,"? 0.86","2.29"
484,"20220618",26118,"? 2.97","7.95"
535,"20220618",26498,"? 9.35","24.99"
528,"20220618",26498,"? 1.87","4.99"
217,"20220618",26498,"? 13.09","34.99"
465,"20220618",26498,"? 9.16","24.49"
536,"20220618",22759,"? 11.22","29.99"
528,"20220618",22759,"? 1.87","4.99"
480,"20220618",22759,"? 0.86","2.29"
477,"20220618",17174,"? 1.87","4.99"
477,"20220618",16672,"? 1.87","4.99"
480,"20220618",16672,"? 0.86","2.29"
528,"20220618",25173,"? 1.87","4.99"
485,"20220618",25173,"? 8.22","21.98"
478,"20220618",25173,"? 3.74","9.99"
485,"20220618",20085,"? 8.22","21.98"
484,"20220618",20085,"? 2.97","7.95"
485,"20220618",15634,"? 8.22","21.98"
474,"20220618",12753,"? 26.18","69.99"
472,"20220618",12753,"? 23.75","63.50"
537,"20220618",13781,"? 13.09","35.00"
528,"20220618",13781,"? 1.87","4.99"
537,"20220618",13695,"? 13.09","35.00"
476,"20220618",16599,"? 26.18","69.99"
237,"20220618",16599,"? 38.49","49.99"
463,"20220618",16599,"? 9.16","24.49"
538,"20220618",27847,"? 8.04","21.49"
480,"20220618",27847,"? 0.86","2.29"
529,"20220618",20064,"? 1.49","3.99"
214,"20220618",20064,"? 13.09","34.99"
538,"20220618",27905,"? 8.04","21.49"
530,"20220618",27844,"? 1.87","4.99"
217,"20220618",27844,"? 13.09","34.99"
237,"20220618",27844,"? 38.49","49.99"
530,"20220618",25495,"? 1.87","4.99"
217,"20220618",25495,"? 13.09","34.99"
537,"20220618",11926,"? 13.09","35.00"
528,"20220618",11926,"? 1.87","4.99"
372,"20220618",20495,"? 1,554.95","2443.35"
529,"20220618",20495,"? 1.49","3.99"
540,"20220618",20495,"? 12.19","32.60"
480,"20220618",20495,"? 0.86","2.29"
580,"20220618",17150,"? 1,082.51","1700.99"
539,"20220618",17150,"? 9.35","24.99"
529,"20220618",17150,"? 1.49","3.99"
217,"20220618",17150,"? 13.09","34.99"
597,"20220618",16083,"? 294.58","539.99"
485,"20220618",16083,"? 8.22","21.98"
596,"20220618",19698,"? 294.58","539.99"
535,"20220618",19698,"? 9.35","24.99"
480,"20220618",19698,"? 0.86","2.29"
486,"20220618",19698,"? 59.47","159.00"
361,"20220618",13948,"? 1,251.98","2294.99"
485,"20220618",13948,"? 8.22","21.98"
472,"20220618",13948,"? 23.75","63.50"
355,"20220618",11812,"? 1,265.62","2319.99"
480,"20220618",11812,"? 0.86","2.29"
355,"20220618",12781,"? 1,265.62","2319.99"
478,"20220618",12781,"? 3.74","9.99"
355,"20220618",11780,"? 1,265.62","2319.99"
537,"20220618",11780,"? 13.09","35.00"
528,"20220618",11780,"? 1.87","4.99"
217,"20220618",11780,"? 13.09","34.99"
363,"20220618",11954,"? 1,251.98","2294.99"
537,"20220618",11954,"? 13.09","35.00"
480,"20220618",11954,"? 0.86","2.29"
567,"20220618",28388,"? 461.44","742.35"
225,"20220618",28388,"? 6.92","8.99"
578,"20220618",19197,"? 755.15","1214.85"
214,"20220618",19197,"? 13.09","34.99"
560,"20220618",26954,"? 755.15","1214.85"
225,"20220618",26954,"? 6.92","8.99"
374,"20220618",19950,"? 1,554.95","2443.35"
479,"20220618",19950,"? 3.36","8.99"
477,"20220618",19950,"? 1.87","4.99"
487,"20220618",19950,"? 20.57","54.99"
484,"20220618",19950,"? 2.97","7.95"
583,"20220618",23409,"? 1,082.51","1700.99"
222,"20220618",23409,"? 13.09","34.99"
374,"20220618",13526,"? 1,554.95","2443.35"
214,"20220618",13526,"? 13.09","34.99"
378,"20220618",19964,"? 1,554.95","2443.35"
222,"20220618",19964,"? 13.09","34.99"
386,"20220618",16529,"? 713.08","1120.49"
490,"20220618",16529,"? 41.57","53.99"
382,"20220618",25119,"? 713.08","1120.49"
539,"20220618",25119,"? 9.35","24.99"
480,"20220618",25119,"? 0.86","2.29"
388,"20220618",16928,"? 713.08","1120.49"
606,"20220618",27348,"? 343.65","539.99"
217,"20220618",27348,"? 13.09","34.99"
463,"20220618",27348,"? 9.16","24.49"
563,"20220618",11124,"? 1,481.94","2384.07"
217,"20220618",11124,"? 13.09","34.99"
593,"20220618",16160,"? 308.22","564.99"
535,"20220618",16160,"? 9.35","24.99"
528,"20220618",16160,"? 1.87","4.99"
578,"20220618",23511,"? 755.15","1214.85"
237,"20220618",23511,"? 38.49","49.99"
561,"20220618",24640,"? 1,481.94","2384.07"
214,"20220618",24640,"? 13.09","34.99"
576,"20220618",25767,"? 1,481.94","2384.07"
541,"20220618",25767,"? 10.84","28.99"
530,"20220618",25767,"? 1.87","4.99"
222,"20220618",25767,"? 13.09","34.99"
573,"20220618",25409,"? 1,481.94","2384.07"
606,"20220618",23166,"? 343.65","539.99"
479,"20220618",23166,"? 3.36","8.99"
484,"20220618",23166,"? 2.97","7.95"
606,"20220618",21614,"? 343.65","539.99"
604,"20220618",23148,"? 343.65","539.99"
388,"20220618",19536,"? 713.08","1120.49"
390,"20220618",20281,"? 713.08","1120.49"
217,"20220618",20281,"? 13.09","34.99"
467,"20220618",20281,"? 9.16","24.49"
388,"20220618",18859,"? 713.08","1120.49"
217,"20220618",18859,"? 13.09","34.99"
386,"20220618",20831,"? 713.08","1120.49"
217,"20220618",20831,"? 13.09","34.99"
231,"20220618",20831,"? 38.49","49.99"
463,"20220618",20831,"? 9.16","24.49"
604,"20220618",22440,"? 343.65","539.99"
477,"20220618",22440,"? 1.87","4.99"
479,"20220618",22440,"? 3.36","8.99"
605,"20220618",22652,"? 343.65","539.99"
479,"20220618",22652,"? 3.36","8.99"
477,"20220618",22652,"? 1.87","4.99"
575,"20220618",29477,"? 1,481.94","2384.07"
225,"20220618",29477,"? 6.92","8.99"
222,"20220618",29477,"? 13.09","34.99"
588,"20220618",17071,"? 419.78","769.49"
474,"20220618",17071,"? 26.18","69.99"
573,"20220618",11454,"? 1,481.94","2384.07"
217,"20220618",11454,"? 13.09","34.99"
573,"20220618",11459,"? 1,481.94","2384.07"
222,"20220618",11459,"? 13.09","34.99"
359,"20220619",14195,"? 1,251.98","2294.99"
478,"20220619",14195,"? 3.74","9.99"
477,"20220619",14195,"? 1.87","4.99"
214,"20220619",14195,"? 13.09","34.99"
355,"20220619",11593,"? 1,265.62","2319.99"
478,"20220619",11593,"? 3.74","9.99"
359,"20220619",12460,"? 1,251.98","2294.99"
214,"20220619",12460,"? 13.09","34.99"
234,"20220619",12460,"? 38.49","49.99"
355,"20220619",12808,"? 1,265.62","2319.99"
359,"20220619",12380,"? 1,251.98","2294.99"
480,"20220619",12380,"? 0.86","2.29"
484,"20220619",11876,"? 2.97","7.95"
528,"20220619",13137,"? 1.87","4.99"
535,"20220619",13137,"? 9.35","24.99"
217,"20220619",13137,"? 13.09","34.99"
528,"20220619",13041,"? 1.87","4.99"
535,"20220619",13041,"? 9.35","24.99"
214,"20220619",13041,"? 13.09","34.99"
475,"20220619",22169,"? 26.18","69.99"
225,"20220619",22169,"? 6.92","8.99"
528,"20220619",25241,"? 1.87","4.99"
529,"20220619",13127,"? 1.49","3.99"
480,"20220619",13127,"? 0.86","2.29"
480,"20220619",19091,"? 0.86","2.29"
488,"20220619",17052,"? 41.57","53.99"
378,"20220619",22501,"? 1,554.95","2443.35"
477,"20220619",22501,"? 1.87","4.99"
479,"20220619",22501,"? 3.36","8.99"
222,"20220619",22501,"? 13.09","34.99"
463,"20220619",22501,"? 9.16","24.49"
234,"20220619",22501,"? 38.49","49.99"
589,"20220619",13839,"? 419.78","769.49"
536,"20220619",13839,"? 11.22","29.99"
587,"20220619",17627,"? 419.78","769.49"
528,"20220619",17627,"? 1.87","4.99"
536,"20220619",17627,"? 11.22","29.99"
222,"20220619",17627,"? 13.09","34.99"
529,"20220619",11128,"? 1.49","3.99"
228,"20220619",11128,"? 38.49","49.99"
538,"20220619",27566,"? 8.04","21.49"
529,"20220619",27566,"? 1.49","3.99"
480,"20220619",27566,"? 0.86","2.29"
529,"20220619",27409,"? 1.49","3.99"
538,"20220619",27409,"? 8.04","21.49"
222,"20220619",27409,"? 13.09","34.99"
529,"20220619",25172,"? 1.49","3.99"
540,"20220619",25172,"? 12.19","32.60"
465,"20220619",25172,"? 9.16","24.49"
214,"20220619",25172,"? 13.09","34.99"
540,"20220619",11287,"? 12.19","32.60"
536,"20220619",18411,"? 11.22","29.99"
528,"20220619",18411,"? 1.87","4.99"
478,"20220619",16667,"? 3.74","9.99"
478,"20220619",22351,"? 3.74","9.99"
477,"20220619",22351,"? 1.87","4.99"
487,"20220619",22351,"? 20.57","54.99"
476,"20220619",19712,"? 26.18","69.99"
231,"20220619",19712,"? 38.49","49.99"
476,"20220619",11784,"? 26.18","69.99"
475,"20220619",20763,"? 26.18","69.99"
491,"20220619",20763,"? 41.57","53.99"
528,"20220619",23084,"? 1.87","4.99"
214,"20220619",23084,"? 13.09","34.99"
528,"20220619",15971,"? 1.87","4.99"
217,"20220619",15971,"? 13.09","34.99"
485,"20220619",13893,"? 8.22","21.98"
528,"20220619",14609,"? 1.87","4.99"
485,"20220619",14825,"? 8.22","21.98"
477,"20220619",14825,"? 1.87","4.99"
478,"20220619",14825,"? 3.74","9.99"
463,"20220619",14825,"? 9.16","24.49"
529,"20220619",20147,"? 1.49","3.99"
539,"20220619",20147,"? 9.35","24.99"
482,"20220619",20147,"? 3.36","8.99"
537,"20220619",17186,"? 13.09","35.00"
214,"20220619",17186,"? 13.09","34.99"
538,"20220619",11436,"? 8.04","21.49"
529,"20220619",11436,"? 1.49","3.99"
480,"20220619",11436,"? 0.86","2.29"
530,"20220619",17213,"? 1.87","4.99"
228,"20220619",17213,"? 38.49","49.99"
530,"20220619",25520,"? 1.87","4.99"
214,"20220619",25520,"? 13.09","34.99"
234,"20220619",25520,"? 38.49","49.99"
467,"20220619",25520,"? 9.16","24.49"
234,"20220619",12259,"? 38.49","49.99"
225,"20220619",12259,"? 6.92","8.99"
582,"20220619",17261,"? 1,082.51","1700.99"
529,"20220619",17261,"? 1.49","3.99"
539,"20220619",17261,"? 9.35","24.99"
217,"20220619",17261,"? 13.09","34.99"
359,"20220619",11924,"? 1,251.98","2294.99"
477,"20220619",11924,"? 1.87","4.99"
478,"20220619",11924,"? 3.74","9.99"
225,"20220619",11924,"? 6.92","8.99"
361,"20220619",14606,"? 1,251.98","2294.99"
485,"20220619",14606,"? 8.22","21.98"
478,"20220619",14606,"? 3.74","9.99"
477,"20220619",14606,"? 1.87","4.99"
353,"20220619",13468,"? 1,265.62","2319.99"
528,"20220619",13468,"? 1.87","4.99"
537,"20220619",13468,"? 13.09","35.00"
222,"20220619",13468,"? 13.09","34.99"
228,"20220619",13468,"? 38.49","49.99"
363,"20220619",13487,"? 1,251.98","2294.99"
